"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1735","Test Case 25: Verify Scroll Up using 'Arrow' button and Scroll Down functionality:","chromium","Tue Apr 14 00:35:02 UTC 2026","passed","Tue Apr 14 00:35:04 UTC 2026","Home Page Tests.","ui/tests/home.spec.ts","",""
"","3046","seed using loginPage fixture","chromium","Tue Apr 14 00:35:09 UTC 2026","passed","Tue Apr 14 00:35:12 UTC 2026","seed for logged in user","ui/tests/seed.spec.ts","",""
"","682","has title","chromium","Tue Apr 14 00:34:57 UTC 2026","passed","Tue Apr 14 00:34:58 UTC 2026","","api/tests/example.spec.ts","",""
"","1453","Test Case 5: Register User with existing email:","chromium","Tue Apr 14 00:35:12 UTC 2026","passed","Tue Apr 14 00:35:13 UTC 2026","","ui/tests/signup.spec.ts","",""
"","1509","Test Case 17: Remove Products From Cart","chromium","Tue Apr 14 00:34:59 UTC 2026","passed","Tue Apr 14 00:35:00 UTC 2026","Cart Test Cases","ui/tests/cart.spec.ts","",""
"","1219","Test Case 3: Login User with incorrect email and password:","chromium","Tue Apr 14 00:35:07 UTC 2026","passed","Tue Apr 14 00:35:09 UTC 2026","","ui/tests/loging.spec.ts","",""
"","2668","should log out successfully","chromium","Tue Apr 14 00:35:05 UTC 2026","passed","Tue Apr 14 00:35:07 UTC 2026","Login Page Tests","ui/tests/loging.spec.ts","",""
"","1905","Test Case 13: Verify Product quantity in Cart","chromium","Tue Apr 14 00:35:00 UTC 2026","passed","Tue Apr 14 00:35:02 UTC 2026","E2E Tests","ui/tests/E2E.spec.ts","",""
"","840","Test Case 26: Verify Scroll Up without 'Arrow' button and Scroll Down functionality","chromium","Tue Apr 14 00:35:04 UTC 2026","passed","Tue Apr 14 00:35:05 UTC 2026","Home Page Tests.","ui/tests/home.spec.ts","",""
"","3049","TC8 - Verify All products and product details page","chromium","Tue Apr 14 00:35:13 UTC 2026","passed","Tue Apr 14 00:35:16 UTC 2026","Login tests","ui/tests/verifyPages.spec.ts","",""
"","0","should submit the contact form successfully","chromium","Tue Apr 14 00:35:00 UTC 2026","skipped","Tue Apr 14 00:35:00 UTC 2026","Contact Us form tests","ui/tests/contactForm.spec.ts","",""
"","779","get started link","chromium","Tue Apr 14 00:34:58 UTC 2026","passed","Tue Apr 14 00:34:59 UTC 2026","","api/tests/example.spec.ts","",""
"","0","TC7 - Verify Test Cases page","chromium","Tue Apr 14 00:35:13 UTC 2026","skipped","Tue Apr 14 00:35:13 UTC 2026","Login tests","ui/tests/verifyPages.spec.ts","",""
