"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1052","Test Case 3: Login User with incorrect email and password:","chromium","Fri Apr 17 22:33:23 UTC 2026","passed","Fri Apr 17 22:33:24 UTC 2026","","ui/tests/loging.spec.ts","",""
"","6795","Test Case 14: Place Order: Register while Checkout","chromium","Fri Apr 17 22:33:08 UTC 2026","passed","Fri Apr 17 22:33:15 UTC 2026","E2E Tests","ui/tests/E2E.spec.ts","",""
"","0","TC7 - Verify Test Cases page","chromium","Fri Apr 17 22:33:28 UTC 2026","skipped","Fri Apr 17 22:33:28 UTC 2026","Login tests","ui/tests/verifyPages.spec.ts","",""
"","588","has title","chromium","Fri Apr 17 22:33:01 UTC 2026","passed","Fri Apr 17 22:33:02 UTC 2026","","api/tests/example.spec.ts","",""
"","656","get started link","chromium","Fri Apr 17 22:33:04 UTC 2026","passed","Fri Apr 17 22:33:05 UTC 2026","","api/tests/example.spec.ts","",""
"","2794","should log out successfully","chromium","Fri Apr 17 22:33:20 UTC 2026","passed","Fri Apr 17 22:33:23 UTC 2026","Login Page Tests","ui/tests/loging.spec.ts","",""
"","753","Test Case 26: Verify Scroll Up without 'Arrow' button and Scroll Down functionality","chromium","Fri Apr 17 22:33:17 UTC 2026","passed","Fri Apr 17 22:33:17 UTC 2026","Home Page Tests.","ui/tests/home.spec.ts","",""
"","2349","seed using loginPage fixture","chromium","Fri Apr 17 22:33:24 UTC 2026","passed","Fri Apr 17 22:33:27 UTC 2026","seed for logged in user","ui/tests/seed.spec.ts","",""
"","0","should submit the contact form successfully","chromium","Fri Apr 17 22:33:06 UTC 2026","skipped","Fri Apr 17 22:33:06 UTC 2026","Contact Us form tests","ui/tests/contactForm.spec.ts","",""
"","1802","Test Case 25: Verify Scroll Up using 'Arrow' button and Scroll Down functionality:","chromium","Fri Apr 17 22:33:15 UTC 2026","passed","Fri Apr 17 22:33:17 UTC 2026","Home Page Tests.","ui/tests/home.spec.ts","",""
"","1388","Test Case 17: Remove Products From Cart","chromium","Fri Apr 17 22:33:05 UTC 2026","passed","Fri Apr 17 22:33:06 UTC 2026","Cart Test Cases","ui/tests/cart.spec.ts","",""
"","1640","Test Case 13: Verify Product quantity in Cart","chromium","Fri Apr 17 22:33:06 UTC 2026","passed","Fri Apr 17 22:33:08 UTC 2026","E2E Tests","ui/tests/E2E.spec.ts","",""
"","1190","Test Case 5: Register User with existing email:","chromium","Fri Apr 17 22:33:27 UTC 2026","passed","Fri Apr 17 22:33:28 UTC 2026","","ui/tests/signup.spec.ts","",""
"","2405","TC8 - Verify All products and product details page","chromium","Fri Apr 17 22:33:28 UTC 2026","passed","Fri Apr 17 22:33:30 UTC 2026","Login tests","ui/tests/verifyPages.spec.ts","",""
