"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1505","seed using loginPage fixture","chromium","Mon Apr 06 22:23:16 UTC 2026","passed","Mon Apr 06 22:23:17 UTC 2026","seed for logged in user","ui/tests/seed.spec.ts","",""
"","1756","Test Case 25: Verify Scroll Up using 'Arrow' button and Scroll Down functionality:","chromium","Mon Apr 06 22:23:11 UTC 2026","passed","Mon Apr 06 22:23:13 UTC 2026","Home Page Tests.","ui/tests/home.spec.ts","",""
"","1346","Test Case 13: Verify Product quantity in Cart","chromium","Mon Apr 06 22:23:10 UTC 2026","passed","Mon Apr 06 22:23:11 UTC 2026","E2E Tests","ui/tests/E2E.spec.ts","",""
"","1","should submit the contact form successfully","chromium","Mon Apr 06 22:23:10 UTC 2026","skipped","Mon Apr 06 22:23:10 UTC 2026","Contact Us form tests","ui/tests/contactForm.spec.ts","",""
"","0","Login tests","chromium","Mon Apr 06 22:23:18 UTC 2026","skipped","Mon Apr 06 22:23:18 UTC 2026","","ui/tests/testCases.spec.ts","",""
"","686","get started link","chromium","Mon Apr 06 22:23:09 UTC 2026","passed","Mon Apr 06 22:23:10 UTC 2026","","api/tests/example.spec.ts","",""
"","1030","Test Case 5: Register User with existing email:","chromium","Mon Apr 06 22:23:17 UTC 2026","passed","Mon Apr 06 22:23:18 UTC 2026","","ui/tests/signup.spec.ts","",""
"","971","Test Case 3: Login User with incorrect email and password:","chromium","Mon Apr 06 22:23:15 UTC 2026","passed","Mon Apr 06 22:23:16 UTC 2026","","ui/tests/loging.spec.ts","",""
"","484","has title","chromium","Mon Apr 06 22:23:09 UTC 2026","passed","Mon Apr 06 22:23:09 UTC 2026","","api/tests/example.spec.ts","",""
"","1535","should log out successfully","chromium","Mon Apr 06 22:23:13 UTC 2026","passed","Mon Apr 06 22:23:15 UTC 2026","Login Page Tests","ui/tests/loging.spec.ts","",""
