"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","786","Test Case 26: Verify Scroll Up without 'Arrow' button and Scroll Down functionality","chromium","Mon Apr 13 22:57:24 UTC 2026","passed","Mon Apr 13 22:57:24 UTC 2026","Home Page Tests.","ui/tests/home.spec.ts","",""
"","1590","Test Case 13: Verify Product quantity in Cart","chromium","Mon Apr 13 22:57:11 UTC 2026","passed","Mon Apr 13 22:57:13 UTC 2026","E2E Tests","ui/tests/E2E.spec.ts","",""
"","0","TC7 - Verify Test Cases page","chromium","Mon Apr 13 22:57:35 UTC 2026","skipped","Mon Apr 13 22:57:35 UTC 2026","Login tests","ui/tests/verifyPages.spec.ts","",""
"","782","get started link","chromium","Mon Apr 13 22:57:10 UTC 2026","passed","Mon Apr 13 22:57:11 UTC 2026","","api/tests/example.spec.ts","",""
"","9111","Test Case 14: Place Order: Register while Checkout","chromium","Mon Apr 13 22:57:13 UTC 2026","passed","Mon Apr 13 22:57:22 UTC 2026","E2E Tests","ui/tests/E2E.spec.ts","",""
"","2287","TC8 - Verify All products and product details page","chromium","Mon Apr 13 22:57:35 UTC 2026","passed","Mon Apr 13 22:57:38 UTC 2026","Login tests","ui/tests/verifyPages.spec.ts","",""
"","1","should submit the contact form successfully","chromium","Mon Apr 13 22:57:11 UTC 2026","skipped","Mon Apr 13 22:57:11 UTC 2026","Contact Us form tests","ui/tests/contactForm.spec.ts","",""
"","1229","Test Case 5: Register User with existing email:","chromium","Mon Apr 13 22:57:34 UTC 2026","passed","Mon Apr 13 22:57:35 UTC 2026","","ui/tests/signup.spec.ts","",""
"","646","has title","chromium","Mon Apr 13 22:57:09 UTC 2026","passed","Mon Apr 13 22:57:10 UTC 2026","","api/tests/example.spec.ts","",""
"","1336","Test Case 3: Login User with incorrect email and password:","chromium","Mon Apr 13 22:57:31 UTC 2026","passed","Mon Apr 13 22:57:32 UTC 2026","","ui/tests/loging.spec.ts","",""
"","1712","Test Case 25: Verify Scroll Up using 'Arrow' button and Scroll Down functionality:","chromium","Mon Apr 13 22:57:22 UTC 2026","passed","Mon Apr 13 22:57:24 UTC 2026","Home Page Tests.","ui/tests/home.spec.ts","",""
"","2297","seed using loginPage fixture","chromium","Mon Apr 13 22:57:32 UTC 2026","passed","Mon Apr 13 22:57:34 UTC 2026","seed for logged in user","ui/tests/seed.spec.ts","",""
"","2915","should log out successfully","chromium","Mon Apr 13 22:57:27 UTC 2026","passed","Mon Apr 13 22:57:30 UTC 2026","Login Page Tests","ui/tests/loging.spec.ts","",""
