"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2698","should submit the contact form successfully","firefox","Thu Mar 26 14:22:00 UTC 2026","passed","Thu Mar 26 14:22:02 UTC 2026","Contact Us form tests","ui/tests/contactForm.spec.ts","",""
"","466","has title","chromium","Thu Mar 26 14:21:21 UTC 2026","passed","Thu Mar 26 14:21:22 UTC 2026","","api/tests/example.spec.ts","",""
"","2841","seed using loginPage fixture","chromium","Thu Mar 26 14:21:53 UTC 2026","passed","Thu Mar 26 14:21:55 UTC 2026","seed for logged in user","ui/tests/seed.spec.ts","",""
"","2666","should submit the contact form successfully","chromium","Thu Mar 26 14:21:42 UTC 2026","passed","Thu Mar 26 14:21:45 UTC 2026","Contact Us form tests","ui/tests/contactForm.spec.ts","",""
"","660","get started link","chromium","Thu Mar 26 14:21:23 UTC 2026","passed","Thu Mar 26 14:21:23 UTC 2026","","api/tests/example.spec.ts","",""
"","1598","1.3 invalid email format should fail with error","firefox","Thu Mar 26 14:22:02 UTC 2026","passed","Thu Mar 26 14:22:04 UTC 2026","Login Feature: Negative and Edge Cases","ui/tests/login.spec.ts","",""
"","3166","seed using loginPage fixture","firefox","Thu Mar 26 14:22:12 UTC 2026","passed","Thu Mar 26 14:22:15 UTC 2026","seed for logged in user","ui/tests/seed.spec.ts","",""
"","2886","should log out successfully","chromium","Thu Mar 26 14:21:50 UTC 2026","passed","Thu Mar 26 14:21:53 UTC 2026","Login tests","ui/tests/loging.spec.ts","",""
"","1807","1.5 SQL injection style input should be rejected","firefox","Thu Mar 26 14:22:04 UTC 2026","passed","Thu Mar 26 14:22:06 UTC 2026","Login Feature: Negative and Edge Cases","ui/tests/login.spec.ts","",""
"","1317","1.3 invalid email format should fail with error","chromium","Thu Mar 26 14:21:45 UTC 2026","passed","Thu Mar 26 14:21:46 UTC 2026","Login Feature: Negative and Edge Cases","ui/tests/login.spec.ts","",""
"","1507","has title","firefox","Thu Mar 26 14:21:56 UTC 2026","passed","Thu Mar 26 14:21:58 UTC 2026","","api/tests/example.spec.ts","",""
"","1055","get started link","firefox","Thu Mar 26 14:21:58 UTC 2026","passed","Thu Mar 26 14:22:00 UTC 2026","","api/tests/example.spec.ts","",""
"","5987","should log out successfully","firefox","Thu Mar 26 14:22:06 UTC 2026","passed","Thu Mar 26 14:22:12 UTC 2026","Login tests","ui/tests/loging.spec.ts","",""
"","3215","1.5 SQL injection style input should be rejected","chromium","Thu Mar 26 14:21:46 UTC 2026","passed","Thu Mar 26 14:21:50 UTC 2026","Login Feature: Negative and Edge Cases","ui/tests/login.spec.ts","",""
