"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","695","Test Case 26: Verify Scroll Up without 'Arrow' button and Scroll Down functionality","chromium","Thu Apr 16 17:50:51 UTC 2026","passed","Thu Apr 16 17:50:52 UTC 2026","Home Page Tests.","ui/tests/home.spec.ts","",""
"","2245","seed using loginPage fixture","chromium","Thu Apr 16 17:50:56 UTC 2026","passed","Thu Apr 16 17:50:58 UTC 2026","seed for logged in user","ui/tests/seed.spec.ts","",""
"","1349","Test Case 25: Verify Scroll Up using 'Arrow' button and Scroll Down functionality:","chromium","Thu Apr 16 17:50:50 UTC 2026","passed","Thu Apr 16 17:50:51 UTC 2026","Home Page Tests.","ui/tests/home.spec.ts","",""
"","1404","Test Case 17: Remove Products From Cart","chromium","Thu Apr 16 17:50:47 UTC 2026","passed","Thu Apr 16 17:50:48 UTC 2026","Cart Test Cases","ui/tests/cart.spec.ts","",""
"","2436","should log out successfully","chromium","Thu Apr 16 17:50:52 UTC 2026","passed","Thu Apr 16 17:50:54 UTC 2026","Login Page Tests","ui/tests/loging.spec.ts","",""
"","2312","TC8 - Verify All products and product details page","chromium","Thu Apr 16 17:50:59 UTC 2026","passed","Thu Apr 16 17:51:01 UTC 2026","Login tests","ui/tests/verifyPages.spec.ts","",""
"","650","get started link","chromium","Thu Apr 16 17:50:46 UTC 2026","passed","Thu Apr 16 17:50:47 UTC 2026","","api/tests/example.spec.ts","",""
"","1494","Test Case 13: Verify Product quantity in Cart","chromium","Thu Apr 16 17:50:48 UTC 2026","passed","Thu Apr 16 17:50:50 UTC 2026","E2E Tests","ui/tests/E2E.spec.ts","",""
"","595","has title","chromium","Thu Apr 16 17:50:44 UTC 2026","passed","Thu Apr 16 17:50:45 UTC 2026","","api/tests/example.spec.ts","",""
"","1201","Test Case 5: Register User with existing email:","chromium","Thu Apr 16 17:50:58 UTC 2026","passed","Thu Apr 16 17:50:59 UTC 2026","","ui/tests/signup.spec.ts","",""
"","0","should submit the contact form successfully","chromium","Thu Apr 16 17:50:48 UTC 2026","skipped","Thu Apr 16 17:50:48 UTC 2026","Contact Us form tests","ui/tests/contactForm.spec.ts","",""
"","1152","Test Case 3: Login User with incorrect email and password:","chromium","Thu Apr 16 17:50:54 UTC 2026","passed","Thu Apr 16 17:50:56 UTC 2026","","ui/tests/loging.spec.ts","",""
"","0","TC7 - Verify Test Cases page","chromium","Thu Apr 16 17:50:59 UTC 2026","skipped","Thu Apr 16 17:50:59 UTC 2026","Login tests","ui/tests/verifyPages.spec.ts","",""
