"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","667","get started link","chromium","Tue Apr 07 04:31:21 UTC 2026","passed","Tue Apr 07 04:31:21 UTC 2026","","api/tests/example.spec.ts","",""
"","1767","Test Case 25: Verify Scroll Up using 'Arrow' button and Scroll Down functionality:","chromium","Tue Apr 07 04:31:23 UTC 2026","passed","Tue Apr 07 04:31:25 UTC 2026","Home Page Tests.","ui/tests/home.spec.ts","",""
"","498","has title","chromium","Tue Apr 07 04:31:18 UTC 2026","passed","Tue Apr 07 04:31:19 UTC 2026","","api/tests/example.spec.ts","",""
"","1719","Test Case 13: Verify Product quantity in Cart","chromium","Tue Apr 07 04:31:21 UTC 2026","passed","Tue Apr 07 04:31:23 UTC 2026","E2E Tests","ui/tests/E2E.spec.ts","",""
"","2849","seed using loginPage fixture","chromium","Tue Apr 07 04:31:29 UTC 2026","passed","Tue Apr 07 04:31:31 UTC 2026","seed for logged in user","ui/tests/seed.spec.ts","",""
"","1","Login tests","chromium","Tue Apr 07 04:31:33 UTC 2026","skipped","Tue Apr 07 04:31:33 UTC 2026","","ui/tests/testCases.spec.ts","",""
"","2177","should log out successfully","chromium","Tue Apr 07 04:31:25 UTC 2026","passed","Tue Apr 07 04:31:27 UTC 2026","Login Page Tests","ui/tests/loging.spec.ts","",""
"","1224","Test Case 5: Register User with existing email:","chromium","Tue Apr 07 04:31:31 UTC 2026","passed","Tue Apr 07 04:31:33 UTC 2026","","ui/tests/signup.spec.ts","",""
"","0","should submit the contact form successfully","chromium","Tue Apr 07 04:31:21 UTC 2026","skipped","Tue Apr 07 04:31:21 UTC 2026","Contact Us form tests","ui/tests/contactForm.spec.ts","",""
"","1586","Test Case 3: Login User with incorrect email and password:","chromium","Tue Apr 07 04:31:27 UTC 2026","passed","Tue Apr 07 04:31:29 UTC 2026","","ui/tests/loging.spec.ts","",""
