"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1365","Test Case 5: Register User with existing email:","chromium","Tue Apr 07 16:31:55 UTC 2026","passed","Tue Apr 07 16:31:57 UTC 2026","","ui/tests/signup.spec.ts","",""
"","1419","Test Case 17: Remove Products From Cart","chromium","Tue Apr 07 16:31:44 UTC 2026","passed","Tue Apr 07 16:31:46 UTC 2026","Cart Test Cases","ui/tests/cart.spec.ts","",""
"","700","get started link","chromium","Tue Apr 07 16:31:44 UTC 2026","passed","Tue Apr 07 16:31:44 UTC 2026","","api/tests/example.spec.ts","",""
"","1382","Test Case 13: Verify Product quantity in Cart","chromium","Tue Apr 07 16:31:46 UTC 2026","passed","Tue Apr 07 16:31:47 UTC 2026","E2E Tests","ui/tests/E2E.spec.ts","",""
"","507","has title","chromium","Tue Apr 07 16:31:43 UTC 2026","passed","Tue Apr 07 16:31:43 UTC 2026","","api/tests/example.spec.ts","",""
"","2374","should log out successfully","chromium","Tue Apr 07 16:31:49 UTC 2026","passed","Tue Apr 07 16:31:51 UTC 2026","Login Page Tests","ui/tests/loging.spec.ts","",""
"","1715","Test Case 25: Verify Scroll Up using 'Arrow' button and Scroll Down functionality:","chromium","Tue Apr 07 16:31:47 UTC 2026","passed","Tue Apr 07 16:31:49 UTC 2026","Home Page Tests.","ui/tests/home.spec.ts","",""
"","0","Login tests","chromium","Tue Apr 07 16:31:57 UTC 2026","skipped","Tue Apr 07 16:31:57 UTC 2026","","ui/tests/testCases.spec.ts","",""
"","2747","seed using loginPage fixture","chromium","Tue Apr 07 16:31:52 UTC 2026","passed","Tue Apr 07 16:31:55 UTC 2026","seed for logged in user","ui/tests/seed.spec.ts","",""
"","1120","Test Case 3: Login User with incorrect email and password:","chromium","Tue Apr 07 16:31:51 UTC 2026","passed","Tue Apr 07 16:31:52 UTC 2026","","ui/tests/loging.spec.ts","",""
"","0","should submit the contact form successfully","chromium","Tue Apr 07 16:31:46 UTC 2026","skipped","Tue Apr 07 16:31:46 UTC 2026","Contact Us form tests","ui/tests/contactForm.spec.ts","",""
