"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","650","has title","chromium","Mon Apr 06 18:48:21 UTC 2026","passed","Mon Apr 06 18:48:21 UTC 2026","","api/tests/example.spec.ts","",""
"","1445","Test Case 3: Login User with incorrect email and password:","chromium","Mon Apr 06 18:48:30 UTC 2026","passed","Mon Apr 06 18:48:32 UTC 2026","","ui/tests/loging.spec.ts","",""
"","0","Login tests","chromium","Mon Apr 06 18:48:37 UTC 2026","skipped","Mon Apr 06 18:48:37 UTC 2026","","ui/tests/testCases.spec.ts","",""
"","3293","seed using loginPage fixture","chromium","Mon Apr 06 18:48:32 UTC 2026","passed","Mon Apr 06 18:48:35 UTC 2026","seed for logged in user","ui/tests/seed.spec.ts","",""
"","1514","Test Case 5: Register User with existing email:","chromium","Mon Apr 06 18:48:35 UTC 2026","passed","Mon Apr 06 18:48:37 UTC 2026","","ui/tests/signup.spec.ts","",""
"","1","should submit the contact form successfully","chromium","Mon Apr 06 18:48:24 UTC 2026","skipped","Mon Apr 06 18:48:24 UTC 2026","Contact Us form tests","ui/tests/contactForm.spec.ts","",""
"","2660","should log out successfully","chromium","Mon Apr 06 18:48:28 UTC 2026","passed","Mon Apr 06 18:48:30 UTC 2026","Login Page Tests","ui/tests/loging.spec.ts","",""
"","784","get started link","chromium","Mon Apr 06 18:48:23 UTC 2026","passed","Mon Apr 06 18:48:24 UTC 2026","","api/tests/example.spec.ts","",""
"","2082","Test Case 13: Verify Product quantity in Cart","chromium","Mon Apr 06 18:48:24 UTC 2026","passed","Mon Apr 06 18:48:26 UTC 2026","E2E Tests","ui/tests/E2E.spec.ts","",""
"","1756","Test Case 25: Verify Scroll Up using 'Arrow' button and Scroll Down functionality:","chromium","Mon Apr 06 18:48:26 UTC 2026","passed","Mon Apr 06 18:48:28 UTC 2026","Home Page Tests.","ui/tests/home.spec.ts","",""
